#OTU ID	BD0017v13	BD0027v13	BD0022v13	BD0040v13	BD0044v13	BD0057v13	BD0115v13	BD0190v13	BD0072v13	BD0112v13	BD0246v13	BD0247v13	BD0266v13	BD0235v13	BD0295v13	BD0255v13	BD0300v13	BD0331v13	BD0321v13	BD0351v13	BD0409v13	BD0410v13	BD0375v13	BD0414v13	BD0422v13	BD0464v13	BD0571v13	BD0578v13	BD0587v13	BD0592v13	BD0594v13	BD0610v13	BD0611v13	BD0613v13	BD0636v13	BD0616v13	BD0653v13	BD0643v13	BD0654v13	BD0673v13	BD0735v13	BD0760v13	BD0777v13	BD0758v13	BD0789v13	BD0791v13	BD0821v13	BD0786v13	BD0790v13	BD0913v13	BD0954v13	BD0981v13
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Ruminococcaceae._.g__Oscillibacter	12	18	1	9	17	17	20	21	0	6	7	6	10	2	12	11	21	0	15	12	35	24	7	9	28	5	0	21	16	21	36	23	10	33	16	11	5	8	6	7	12	3	2	23	24	20	4	17	6	3	14	46
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Ruminococcaceae._.g__Pseudoflavonifractor	0	0	0	0	1	0	7	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Ruminococcaceae._.g__Ruminococcus	7	29	0	10	26	48	7	0	0	19	141	35	2	226	7	2	7	0	18	34	18	0	17	8	4	0	0	11	7	1	9	70	7	19	122	0	30	17	19	29	6	0	0	4	3	0	7	10	6	13	21	132
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Ruminococcaceae._.g__Saccharofermentans	0	0	0	0	0	25	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Erysipelotrichia._.o__Erysipelotrichales._.f__Erysipelotrichaceae._.g__	0	0	0	0	8	6	0	7	0	0	0	0	0	2	7	3	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Erysipelotrichia._.o__Erysipelotrichales._.f__Erysipelotrichaceae._.g__Catenibacterium	0	0	0	0	0	11	0	15	0	0	0	0	0	0	0	16	0	0	49	0	51	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	59	0	0	0	0	299	1	0	0	36	11	0
k__Bacteria._.p__Firmicutes._.c__Erysipelotrichia._.o__Erysipelotrichales._.f__Erysipelotrichaceae._.g__Clostridium_XVIII	15	1	61	2	2	0	2	2	74	3	11	6	49	13	9	0	0	0	2	0	0	13	23	0	19	89	6	1	0	8	0	3	8	18	5	28	14	13	3	0	0	43	14	0	6	12	1	4	3	3	1	0
k__Bacteria._.p__Firmicutes._.c__Erysipelotrichia._.o__Erysipelotrichales._.f__Erysipelotrichaceae._.g__Coprobacillus	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	32	0	0	0	0	9
k__Bacteria._.p__Firmicutes._.c__Erysipelotrichia._.o__Erysipelotrichales._.f__Erysipelotrichaceae._.g__Erysipelotrichaceae_incertae_sedis	0	0	16	0	0	0	0	2	0	2	0	0	0	0	4	2	1	0	5	3	3	1	0	0	5	0	0	0	0	0	0	0	0	19	2	0	0	0	0	0	1	0	5	0	3	11	0	0	1	0	0	0
k__Bacteria._.p__Firmicutes._.c__Erysipelotrichia._.o__Erysipelotrichales._.f__Erysipelotrichaceae._.g__Holdemania	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	3	0	0	0	0	0	1	0	1	0	2	0	0	0	0	2	0	0	0	0	0	3	0	0	0
k__Bacteria._.p__Firmicutes._.c__Erysipelotrichia._.o__Erysipelotrichales._.f__Erysipelotrichaceae._.g__Turicibacter	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	1	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__._.g__	9	0	0	0	0	0	0	2	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	11	0	0	0	0	10	4
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Acidaminococcaceae._.g__Acidaminococcus	0	0	1	0	29	0	0	0	0	4	0	18	0	4	0	0	5	0	0	109	29	15	6	0	8	25	56	74	0	11	64	0	0	0	52	0	19	123	22	0	0	0	0	1	0	1	0	0	91	29	0	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Acidaminococcaceae._.g__Phascolarctobacterium	11	83	153	54	94	29	4	2	7	17	0	46	47	15	1	0	0	0	26	0	3	0	21	79	109	225	124	0	180	177	73	0	9	48	0	81	28	211	9	0	0	1	53	114	16	0	19	48	1	41	0	11
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Acidaminococcaceae._.g__Succiniclasticum	0	0	0	0	0	0	0	0	0	0	67	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Veillonellaceae._.g__Allisonella	9	0	26	0	0	1	0	0	5	5	0	0	0	3	0	1	0	0	1	1	0	1	0	2	1	0	0	1	0	0	1	0	0	0	0	0	10	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Veillonellaceae._.g__Dialister	0	0	6	0	0	2	17	71	0	46	0	0	0	54	0	52	8	0	0	51	66	125	75	10	0	0	4	0	0	1	0	9	7	0	8	4	40	0	22	0	53	92	0	18	2	0	30	0	25	0	13	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Veillonellaceae._.g__Megamonas	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Veillonellaceae._.g__Megasphaera	0	0	1	0	5	0	0	10	0	12	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	0	0	0	0	1	0	18	0	0	0	0	8	0	3	0	0	29	13	0	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Veillonellaceae._.g__Mitsuokella	0	0	6	0	0	0	0	23	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Veillonellaceae._.g__Veillonella	0	0	0	0	0	3	0	3	3	0	0	0	11	4	3	16	2	63	1	1	0	5	3	0	1	2	15	0	11	2	1	0	1	0	0	3	9	0	3	0	0	0	2	1	45	0	0	14	3	57	83	0
k__Bacteria._.p__Fusobacteria._.c__Fusobacteriia._.o__Fusobacteriales._.f__Fusobacteriaceae._.g__	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Fusobacteria._.c__Fusobacteriia._.o__Fusobacteriales._.f__Fusobacteriaceae._.g__Fusobacterium	0	0	0	0	0	0	5	0	703	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	31	0	0	1	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria._.p__Lentisphaerae._.c__Lentisphaeria._.o__Victivallales._.f__Victivallaceae._.g__Victivallis	0	0	0	0	0	0	1	0	0	0	15	0	0	0	2	5	0	0	0	0	2	0	0	39	0	0	0	0	0	0	0	13	2	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	2
k__Bacteria._.p__Proteobacteria._.c__._.o__._.f__._.g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Alphaproteobacteria._.o__._.f__._.g__	0	0	0	0	0	1	3	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Alphaproteobacteria._.o__Rhodobacterales._.f__Rhodobacteraceae._.g__Rhodobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Betaproteobacteria._.o__Burkholderiales._.f__._.g__	9	5	0	0	5	0	4	0	0	22	0	0	0	3	0	0	0	0	0	0	0	37	9	0	0	0	0	0	0	20	0	15	2	8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Betaproteobacteria._.o__Burkholderiales._.f__Comamonadaceae._.g__	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	4	76	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	14	0	0	4	3	0	0	0	0	9	0
k__Bacteria._.p__Proteobacteria._.c__Betaproteobacteria._.o__Burkholderiales._.f__Sutterellaceae._.g__Parasutterella	0	82	27	46	0	0	1	0	39	45	0	0	17	0	0	1	0	0	0	188	3	14	3	0	0	58	0	95	0	195	33	0	0	0	1	0	17	0	3	45	0	0	0	0	0	0	8	18	16	0	3	2
k__Bacteria._.p__Proteobacteria._.c__Betaproteobacteria._.o__Burkholderiales._.f__Sutterellaceae._.g__Sutterella	44	0	0	0	0	7	8	81	0	0	8	7	0	0	18	26	22	123	0	0	1	1	24	2	14	0	5	0	66	0	0	0	1	0	0	109	22	0	10	0	97	24	30	26	0	6	13	16	0	22	7	0
k__Bacteria._.p__Proteobacteria._.c__Betaproteobacteria._.o__Neisseriales._.f__Neisseriaceae._.g__Neisseria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Deltaproteobacteria._.o__._.f__._.g__	0	0	0	0	0	1	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	30	0	0	0	0	0	0	2	0
k__Bacteria._.p__Proteobacteria._.c__Deltaproteobacteria._.o__Desulfovibrionales._.f__._.g__	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Deltaproteobacteria._.o__Desulfovibrionales._.f__Desulfovibrionaceae._.g__	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Deltaproteobacteria._.o__Desulfovibrionales._.f__Desulfovibrionaceae._.g__Bilophila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Deltaproteobacteria._.o__Desulfovibrionales._.f__Desulfovibrionaceae._.g__Desulfovibrio	13	0	0	0	1	17	1	0	0	0	2	0	0	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3	0	0	18	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Epsilonproteobacteria._.o__Campylobacterales._.f__Helicobacteraceae._.g__Helicobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Aeromonadales._.f__Succinivibrionaceae._.g__Succinivibrio	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Enterobacteriales._.f__Enterobacteriaceae._.g__Escherichia/Shigella	0	0	6	1	0	0	0	1	0	0	0	0	0	18	0	0	3	1	1	0	0	1	0	0	1	10	3	8	0	0	2	0	0	3	8	0	17	0	0	3	1	0	31	0	0	0	2	0	0	0	0	3
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Enterobacteriales._.f__Enterobacteriaceae._.g__Klebsiella	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	0	0	0	0	0	0	9	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Pasteurellales._.f__Pasteurellaceae._.g__Haemophilus	0	0	0	0	0	0	0	8	0	0	0	0	1	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	1	0	0	2	0	0	3	0	0	0	0	0	1	0
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Pseudomonadales._.f__Moraxellaceae._.g__Acinetobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Pseudomonadales._.f__Pseudomonadaceae._.g__Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
k__Bacteria._.p__Synergistetes._.c__Synergistia._.o__Synergistales._.f__Synergistaceae._.g__Cloacibacillus	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Verrucomicrobia._.c__Opitutae._.o__Puniceicoccales._.f__Puniceicoccaceae._.g__	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Verrucomicrobia._.c__Verrucomicrobiae._.o__Verrucomicrobiales._.f__Verrucomicrobiaceae._.g__Akkermansia	0	4	0	0	65	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	3	0	0	0	2	104	12	5	0	0	0	0	0	6	3	0	0	0	1	1
