#OTU ID	BD0017v13	BD0027v13	BD0022v13	BD0040v13	BD0044v13	BD0057v13	BD0115v13	BD0190v13	BD0072v13	BD0112v13	BD0246v13	BD0247v13	BD0266v13	BD0235v13	BD0295v13	BD0255v13	BD0300v13	BD0331v13	BD0321v13	BD0351v13	BD0409v13	BD0410v13	BD0375v13	BD0414v13	BD0422v13	BD0464v13	BD0571v13	BD0578v13	BD0587v13	BD0592v13	BD0594v13	BD0610v13	BD0611v13	BD0613v13	BD0636v13	BD0616v13	BD0653v13	BD0643v13	BD0654v13	BD0673v13	BD0735v13	BD0760v13	BD0777v13	BD0758v13	BD0789v13	BD0791v13	BD0821v13	BD0786v13	BD0790v13	BD0913v13	BD0954v13	BD0981v13
k__Bacteria._.p__Firmicutes._.c__Erysipelotrichia._.o__Erysipelotrichales._.f__Erysipelotrichaceae._.g__Catenibacterium	0	0	0	0	0	27	0	26	0	0	0	0	0	0	0	46	0	0	117	0	51	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	133	0	0	0	0	377	1	0	0	94	13	0
k__Bacteria._.p__Firmicutes._.c__Erysipelotrichia._.o__Erysipelotrichales._.f__Erysipelotrichaceae._.g__Clostridium_XVIII	81	5	207	12	5	4	11	5	234	15	20	12	228	29	19	0	0	0	8	3	0	13	56	1	43	263	6	6	6	16	1	3	20	33	24	55	104	19	9	0	0	118	28	3	6	14	1	4	3	3	1	0
k__Bacteria._.p__Firmicutes._.c__Erysipelotrichia._.o__Erysipelotrichales._.f__Erysipelotrichaceae._.g__Coprobacillus	1	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	45	0	2	1	0	2	0	0	0	0	0	0	60	0	0	0	0	9
k__Bacteria._.p__Firmicutes._.c__Erysipelotrichia._.o__Erysipelotrichales._.f__Erysipelotrichaceae._.g__Erysipelotrichaceae_incertae_sedis	0	0	47	0	0	2	1	11	0	6	0	0	0	0	20	6	15	0	10	10	3	2	0	5	11	1	0	0	6	0	1	0	0	32	4	0	1	0	0	0	1	0	14	0	3	16	0	0	1	0	0	0
k__Bacteria._.p__Firmicutes._.c__Erysipelotrichia._.o__Erysipelotrichales._.f__Erysipelotrichaceae._.g__Holdemania	1	0	2	2	5	3	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	1	1	0	3	12	1	2	1	0	0	3	0	1	4	3	0	0	0	0	4	0	0	0	0	0	3	0	0	0
k__Bacteria._.p__Firmicutes._.c__Erysipelotrichia._.o__Erysipelotrichales._.f__Erysipelotrichaceae._.g__Turicibacter	0	0	29	2	0	1	0	0	0	0	3	0	0	8	1	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	1	2	0	0	0	0	0	6	0	0	3	0	0	1	0	0	0	0	0	1	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__._.g__	26	0	0	0	0	0	0	6	0	0	1	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	16	0	0	0	0	11	4
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Acidaminococcaceae._.g__Acidaminococcus	0	0	3	0	90	0	0	0	0	18	0	32	0	8	0	0	29	0	0	467	29	17	14	0	26	79	56	265	0	29	346	0	0	0	109	0	169	241	51	0	0	0	1	3	0	2	1	0	101	54	0	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Acidaminococcaceae._.g__Phascolarctobacterium	44	279	585	192	287	128	16	2	28	62	1	106	137	31	3	0	1	0	59	2	3	0	42	247	360	677	124	0	439	600	339	1	22	99	0	150	178	415	11	2	0	3	103	248	19	0	46	52	1	102	0	12
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Acidaminococcaceae._.g__Succiniclasticum	0	0	0	0	0	0	0	0	0	0	139	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Veillonellaceae._.g__Allisonella	27	0	63	0	0	1	0	3	20	12	0	0	0	7	2	2	1	0	1	5	0	1	0	3	7	0	0	4	0	2	4	0	0	0	0	1	41	0	3	0	1	1	1	0	0	0	0	0	0	1	0	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Veillonellaceae._.g__Dialister	0	0	13	0	0	6	69	166	0	192	2	0	0	116	0	157	66	0	0	245	68	142	168	37	0	2	4	0	0	1	0	13	15	0	15	5	233	0	44	0	117	218	0	37	2	0	70	0	30	1	13	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Veillonellaceae._.g__Megamonas	0	0	0	0	0	0	1	0	137	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Veillonellaceae._.g__Megasphaera	0	0	3	0	11	0	0	35	0	32	6	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	8	0	0	0	0	3	0	44	0	0	0	0	11	0	4	0	0	33	35	0	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Veillonellaceae._.g__Mitsuokella	0	0	27	0	0	0	0	72	0	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Veillonellaceae._.g__Veillonella	0	0	1	0	0	13	0	8	5	0	0	0	57	5	3	29	20	239	9	4	0	5	6	0	2	3	15	0	22	11	1	0	1	1	0	7	103	0	6	1	0	1	7	1	53	0	1	18	4	109	88	0
k__Bacteria._.p__Fusobacteria._.c__Fusobacteriia._.o__Fusobacteriales._.f__Fusobacteriaceae._.g__	0	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Fusobacteria._.c__Fusobacteriia._.o__Fusobacteriales._.f__Fusobacteriaceae._.g__Fusobacterium	0	0	0	0	0	0	6	0	2414	0	0	0	0	0	0	0	0	0	0	3	0	0	12	0	13	73	0	2	2	0	0	0	0	3	0	0	0	0	0	0	25	0	0	0	0	0	0	1	0	0	0	0
k__Bacteria._.p__Lentisphaerae._.c__Lentisphaeria._.o__Victivallales._.f__Victivallaceae._.g__Victivallis	0	0	0	0	0	7	2	2	0	0	34	0	1	0	3	14	0	0	0	0	2	0	0	144	0	0	0	0	0	0	0	15	4	3	0	0	5	0	1	0	2	0	0	0	1	1	0	0	0	0	1	2
k__Bacteria._.p__Proteobacteria._.c__._.o__._.f__._.g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Alphaproteobacteria._.o__._.f__._.g__	0	0	0	0	0	5	4	0	0	0	58	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Alphaproteobacteria._.o__Rhodobacterales._.f__Rhodobacteraceae._.g__Rhodobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Betaproteobacteria._.o__Burkholderiales._.f__._.g__	41	17	0	0	30	0	9	0	0	56	0	0	0	11	0	0	0	0	0	0	0	41	19	0	0	0	0	0	0	65	0	19	4	16	0	0	23	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Betaproteobacteria._.o__Burkholderiales._.f__Comamonadaceae._.g__	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	13	213	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	34	0	0	5	4	0	0	0	0	9	0
k__Bacteria._.p__Proteobacteria._.c__Betaproteobacteria._.o__Burkholderiales._.f__Sutterellaceae._.g__Parasutterella	1	311	96	174	0	0	1	0	154	141	0	0	39	0	1	2	1	0	1	840	3	15	12	0	1	155	0	414	0	698	166	0	0	0	3	0	106	0	7	127	0	0	0	0	0	0	18	19	17	0	3	2
k__Bacteria._.p__Proteobacteria._.c__Betaproteobacteria._.o__Burkholderiales._.f__Sutterellaceae._.g__Sutterella	209	0	1	0	0	23	25	186	0	0	12	23	0	0	51	81	231	424	0	0	1	1	87	21	37	0	5	0	133	0	0	0	2	0	0	208	163	0	30	0	203	66	47	67	0	6	20	17	0	78	7	0
k__Bacteria._.p__Proteobacteria._.c__Betaproteobacteria._.o__Neisseriales._.f__Neisseriaceae._.g__Neisseria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Deltaproteobacteria._.o__._.f__._.g__	0	0	0	0	0	3	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	65	0	0	0	0	0	0	3	0
k__Bacteria._.p__Proteobacteria._.c__Deltaproteobacteria._.o__Desulfovibrionales._.f__._.g__	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Deltaproteobacteria._.o__Desulfovibrionales._.f__Desulfovibrionaceae._.g__	0	0	0	0	0	0	0	14	0	2	1	0	0	0	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Deltaproteobacteria._.o__Desulfovibrionales._.f__Desulfovibrionaceae._.g__Bilophila	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	1	0	1	1	1	1	1	3	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Deltaproteobacteria._.o__Desulfovibrionales._.f__Desulfovibrionaceae._.g__Desulfovibrio	42	0	1	0	5	67	7	0	0	0	4	0	0	4	22	0	0	0	0	0	0	0	0	0	0	0	0	0	39	9	0	0	30	0	0	0	0	0	4	0	2	0	0	0	0	5	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Epsilonproteobacteria._.o__Campylobacterales._.f__Helicobacteraceae._.g__Helicobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Aeromonadales._.f__Succinivibrionaceae._.g__Succinivibrio	1	0	0	0	0	0	0	0	0	1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Enterobacteriales._.f__Enterobacteriaceae._.g__Escherichia/Shigella	0	1	16	1	0	0	1	1	0	0	0	1	0	49	0	0	12	3	3	0	0	1	0	0	2	30	3	33	0	0	10	0	0	4	16	0	156	0	0	8	2	0	53	0	0	0	3	0	0	0	0	3
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Enterobacteriales._.f__Enterobacteriaceae._.g__Klebsiella	0	0	353	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	1	2	0	0	0	0	0	14	0	0	1	0	3	0	2	0	0	0	1	0	0	1	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Pasteurellales._.f__Pasteurellaceae._.g__Haemophilus	0	0	0	0	0	0	0	17	0	0	0	0	1	27	1	1	2	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	1	0	0	1	0	0	5	0	0	3	0	0	0	0	0	1	0
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Pseudomonadales._.f__Moraxellaceae._.g__Acinetobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Pseudomonadales._.f__Pseudomonadaceae._.g__Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
k__Bacteria._.p__Synergistetes._.c__Synergistia._.o__Synergistales._.f__Synergistaceae._.g__Cloacibacillus	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Verrucomicrobia._.c__Opitutae._.o__Puniceicoccales._.f__Puniceicoccaceae._.g__	0	0	0	0	0	0	13	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Verrucomicrobia._.c__Verrucomicrobiae._.o__Verrucomicrobiales._.f__Verrucomicrobiaceae._.g__Akkermansia	0	20	1	0	200	4	23	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	7	0	0	0	20	197	27	11	0	0	0	0	0	7	9	0	0	0	1	1
